owndeg1,owndeg2,owndeg3,owndeg4
1,1.20387854374791e-311,1.20387854374791e-311,1.20387854374791e-311
1.0070710950748e-311,1.0070710950748e-311,1.0070710950748e-311,1
1,9.05709549510132e-312,9.05709549510132e-312,9.05709549510132e-312
1.82160471649963e-06,0.999776804317488,9.85684131762055e-312,0.000221374077795103
0.334379713750044,0.664959105214579,1.30608317990377e-311,0.000661181035377025
0.000199699714885637,0.0699887496961474,0.929811550588967,1.15557154462495e-311
0.00046055322418594,0.999431529020007,0.000107917755807511,8.39252627095948e-312
0.00581652133644336,0.142480988290072,0.851702490373485,1.23369709215624e-311
0.00988079943624122,0.247622141024225,0.742497059539533,1.29696371361355e-311
0.0128816439160954,0.37625421234481,0.610864143739094,1.33364367630215e-311
0.0146291164902995,0.516914945090716,0.468455938418985,1.33886285626748e-311
0.0235756009129036,0.647466177506888,0.328958221580209,1.31017130468291e-311
0.0232982848407662,0.769040038341169,0.207661676818065,1.25705012632886e-311
0.0225361285555324,0.863017090308975,0.114446781135493,1.18121160481055e-311
0.0197819137397789,0.926601380111255,0.0536165993650667,1.06783899645784e-07
0.480294677035275,0.519140522461773,1.33103516440184e-311,0.000564800502952048
0.0170596646210087,0.963515300966002,0.0194250344129891,1.02264691434946e-311
0.0130251287371595,0.981035495105118,0.00593913496366233,2.41194060727408e-07
0.00104862165395314,0.998786858129514,0.000164520216533003,8.42097257347301e-312
0.0105005546893198,0.987857816305743,0.00164143999004799,1.890148892679e-07
0.00143154237285104,0.998128376897643,0.000439506751372032,5.73978134245001e-07
0.000928433211356833,0.998819811693147,0.000250954122876301,8.00972619876264e-07
0.000653369876843233,0.999120269547276,0.00022608779515438,2.7278072613823e-07
0.000165695039531188,0.999535441262301,0.000298073867914237,7.89830253248848e-07
1.21559643599472e-06,0.999738907297963,0.000259379077773193,4.98027827264999e-07
1.09206017436917e-06,0.999802350670358,0.000196196304341048,3.6096512715007e-07
0.62488782542655,0.374669770111468,1.32345233919402e-311,0.000442404461981614
3.86267492919915e-07,0.999824248955411,0.000174901678007222,4.63099089326749e-07
2.18986421543261e-07,0.999883628840367,0.0001160548158006,9.73574108829503e-08
2.51418815170086e-07,0.999882357107098,0.000117102270474178,2.89203613210617e-07
0.00205829359187173,0.99764667595176,0.000295030456368172,8.45949433249791e-312
0.000234328140141331,0.999654964692523,0.00011070716733568,8.40729093779579e-312
2.3943295809817e-07,0.999967303838228,3.24567288140363e-05,8.43174485890152e-312
8.82309023438887e-08,0.999960357259921,3.95545091767462e-05,8.49255557730451e-312
1.89995426348272e-07,0.999918489431425,8.13205731489689e-05,8.53737396804755e-312
9.2184361402592e-08,0.999772926312489,0.000226981503149067,8.60532875525596e-312
2.56522757168603e-07,0.999467364346717,0.00053237913052634,8.68515465105994e-312
0.756547820174698,0.243071665722538,1.27871417644218e-311,0.000380514102763836
8.77354794194309e-312,0.999079900424352,0.000920099575648004,8.77354794194309e-312
8.86820155701383e-312,0.998566239360691,0.00143376063930923,8.86820155701383e-312
7.1633154919548e-12,0.99787250310921,0.00212658261779161,9.14265835090944e-07
4.17026441203282e-07,0.996637538118645,0.0033620448549145,9.10221139748278e-312
0.00296853992261486,0.996650874454741,0.000380585622644172,8.52101499821942e-312
1.54641861812317e-05,0.995265941430035,0.0047185943837839,9.21231959417446e-312
2.21089538448139e-05,0.992358618906513,0.00761927213964238,9.33003910456362e-312
6.1330095211946e-05,0.991640640988416,0.00829785088526236,1.78031109316208e-07
4.32835733915969e-05,0.989658164400789,0.0102985520258194,9.56003091296667e-312
8.06595650732013e-05,0.987148504328155,0.0127708361067713,9.63781966791247e-312
0.865838737013019,0.13383427343793,1.21331344746808e-311,0.00032698954905081
0.00011618488619403,0.985432698724533,0.0144511163892726,9.73624090543572e-312
9.93594711162378e-05,0.982886239220489,0.0170144013083951,9.76686019802131e-312
0.000489335474736952,0.980787238876031,0.0187234256492321,9.80888139121963e-312
0.000655004721997033,0.980868570384363,0.0184764248936395,9.82475560238328e-312
0.00161444487728916,0.980707968617379,0.0176775865053321,9.8088082515991e-312
0.0104273546332715,0.989159455199924,0.000413190166804155,8.5629227376314e-312
0.00251707015928515,0.982532274771746,0.0149506550689685,9.75205627712597e-312
0.00255986864441039,0.985732053209441,0.0117080781461483,9.67278998653463e-312
0.00317476775015122,0.989179889894815,0.00764534235503362,9.56507334176044e-312
0.00923330815909761,0.985428663023034,0.00533802881786916,9.44141882955992e-312
0.935832505268408,0.0639570783064194,1.13604829065011e-311,0.000210416425172313
0.00361077789300076,0.993637825433877,0.00275139667312208,9.32370339020745e-312
0.00258601509245008,0.995902451428672,0.00151153347887802,9.23341327002656e-312
0.00259825911149231,0.996688790868163,0.000712950020344335,9.17443959721929e-312
0.00285175993470452,0.996882595953396,0.00026564411189951,9.14032409482656e-312
0.00280312221204097,0.997076337888608,0.000120539899351414,9.15854232534893e-312
0.00533156521822302,0.994511192264904,0.000157242516872542,9.2508841661664e-312
1,9.83034855287915e-312,9.83034855287915e-312,9.83034855287915e-312
0.000408383344447689,0.99615121110366,0.0034404055518925,8.3755257675324e-312
0.0562893787195958,0.612200814918435,0.331509806361969,1.40986010285535e-311
0.0633977525982234,0.687639277168551,0.248962970233226,1.40195308611197e-311
0.976350525049839,0.0235382266547763,1.05909809025361e-311,0.000111248295384374
0.0669228350193692,0.742848815077819,0.190228349902811,1.39674608463259e-311
0.0836307268114224,0.784560521493874,0.131808751694703,1.36459258814943e-311
0.110043838996941,0.805942230176157,0.0840139308269023,1.34215059601062e-311
0.137174393163721,0.809789125938734,0.053036480897546,1.31729469367014e-311
0.166502376575412,0.801385897662921,0.0321117257616677,1.30209752278574e-311
0.214943319971656,0.767028292871548,0.018028387156796,1.14605644272747e-311
0.245023512155447,0.742865352810063,0.0121111350344896,1.17894817199538e-311
0.285230140243557,0.705511164032403,0.00925869572404036,1.05207195418021e-311
0.000652892374813601,0.995814443375526,0.00353266424965997,8.38594296029852e-312
0.301776949801243,0.689849447781792,0.00837360241696545,1.1764534013792e-311
0.992466670443849,0.00750752242868966,9.9273738470649e-312,2.58071274615058e-05
0.303715099477188,0.688053243010388,0.00823165751242415,1.27277434074295e-311
0.305872259312184,0.686107143638114,0.00802059704970215,1.27388904036814e-311
0.00141764415480983,0.988119146237678,0.0104632096075123,8.40428791273521e-312
0.00213438870345417,0.987196033666482,0.0106695776300643,8.43270181586635e-312
0.002963429628451,0.985725577354627,0.0113109930169227,8.49500490593054e-312
0.0034266452585505,0.985089646345719,0.01148370839573,8.54492978416625e-312
0.0110892306527361,0.977169331299835,0.0117414380474295,8.59663473219423e-312
0.00339698804052747,0.985004852057878,0.011598159901594,8.71554134128448e-312
0.00319469498624234,0.986264845794318,0.0105404592194393,8.83054475989593e-312
0.00312516644222944,0.993819651595099,0.00305518196267201,9.01951124560461e-312
0.998123034074227,0.0018769659257725,9.45693767814325e-312,9.45693767814325e-312
1,8.45425771084632e-312,8.45425771084632e-312,8.45425771084632e-312
0.00170507136550866,0.99566341901652,0.00263150961797115,9.25103605251893e-312
0.000754786456699282,0.995256815642542,0.0039883979007591,9.61074135570772e-312
0.000308759486342167,0.989815986525906,0.00987525398775176,1.00851450345107e-311
2.02651279459702e-06,0.973691464638524,0.026306508848682,1.07499592048979e-311
1.41291432015568e-06,0.933780924605197,0.0662176624804822,1.14788080783194e-311
3.05217056450264e-06,0.863230895519677,0.136766052309759,1.22180007263668e-311
3.82037850479617e-05,0.759505767947763,0.240456028267189,1.27855186484702e-311
5.32010934729792e-05,0.632423803852486,0.367522995054041,1.31328230974738e-311
0.000103920409110428,0.4935418227664,0.506354256824489,1.31617934186397e-311
1.00462065761822e-311,1.00462065761822e-311,1.00462065761822e-311,1
0.000159487117085499,0.357461359312441,0.642379153570473,1.29085117117598e-311
1,9.2641544610525e-312,9.2641544610525e-312,9.2641544610525e-312
0.000157991995979012,0.232867210778411,0.76697479722561,1.24012661713699e-311
0.000116104408754118,0.134341335764342,0.865542559826904,1.17069553599254e-311
7.0959810928136e-05,0.0670051041925213,0.932923935996551,1.09114581419891e-311
8.47954521925866e-05,0.0266746715532155,0.973240532994592,1.0161126403995e-311
0.000104485686656782,0.00964711533248216,0.990248398980861,9.52729068815337e-312
5.31834121059432e-05,0.00286795821533967,0.997078858372554,9.02826005518091e-312
3.69736450769148e-07,0.000688108075134166,0.999311522188415,8.70603056867922e-312
1.35674120768779e-06,0.000128637461709744,0.999870005797083,8.48995911254479e-312
3.04082313827972e-06,0.999805249734064,9.81702156922692e-312,0.000191709442798221
0.999581180730009,0.000418819269990779,9.14321168682937e-312,9.14321168682937e-312
1.85830397746566e-07,1.18603866796105e-05,0.999987953782923,8.35295655646703e-312
3.36050176499559e-07,5.07706421574518e-06,0.999994586885608,8.25810934925806e-312
1,9.15067263649432e-312,9.15067263649432e-312,9.15067263649432e-312
1.80080529146622e-07,1.603056596779e-06,0.999998216862874,8.18781904740357e-312
1.60419660947182e-07,0.000162105818360126,0.999837733761979,8.16293243462287e-312
8.13972891762512e-312,9.67663850207059e-05,0.999903233614979,8.13972891762512e-312
1.7450678639632e-07,7.35710714659314e-05,0.999926254421748,8.13893422711465e-312
8.14905587484102e-312,0.000236496798363123,0.999763503201637,8.14905587484102e-312
8.17858068509067e-312,8.9340009347635e-05,0.999910659990652,8.17858068509067e-312
8.23021583641051e-312,7.68852604679711e-05,0.999923114739532,8.23021583641051e-312
0.999739773752407,0.000260226247592887,8.9336806726039e-312,8.9336806726039e-312
8.28244370764844e-312,7.53571239527471e-05,0.999924642876047,8.28244370764844e-312
1.35478035472878e-07,2.07509874129603e-06,0.999997789423223,8.35368567623515e-312
8.46705934955666e-312,3.26190546058286e-06,0.99999673809454,8.46705934955666e-312
1,1.00394126154652e-311,1.00394126154652e-311,1.00394126154652e-311
8.60670667395223e-312,3.41244698820621e-06,0.999996587553012,8.60670667395223e-312
6.70242546072461e-08,4.36591611263789e-05,0.999956273814619,8.79603976229397e-312
3.64017501484926e-07,0.000243004477740249,0.999756631504758,9.05773427861725e-312
2.55535376177332e-07,0.00171913160992702,0.998280612854697,9.43698235852105e-312
6.81468496452698e-07,0.00736525097797014,0.992634067553533,9.98816063431632e-312
6.64165318129096e-05,0.0242669650899285,0.975666618378259,1.07229884354633e-311
0.999718031622454,0.000281968377545864,8.80676662930025e-312,8.80676662930025e-312
0.000199656016545777,0.0615747330204001,0.938225610963054,1.15831678049916e-311
0.00333717883176726,0.131786370167493,0.86487645100074,1.23669326340874e-311
0.00564788007969254,0.236910157032459,0.757441962887848,1.30256619358831e-311
0.0109207135065446,0.363677859230801,0.625401427262654,1.34012775610193e-311
1,9.91812531837309e-312,9.91812531837309e-312,9.91812531837309e-312
0.0108596513262665,0.503950217786149,0.485190130887584,1.35049701749653e-311
0.0104801962811457,0.641836218693643,0.347683585025211,1.32310252735426e-311
0.00995567311897979,0.768826663021905,0.221217663859115,1.27531762150287e-311
0.0166756251363562,0.859116051732396,0.124208185880242,1.37251005397093e-07
0.00582684484851939,0.932800880242675,0.0613722749088056,1.12258948262951e-311
0.999753393291553,0.000246606708447102,8.71732041490208e-312,8.71732041490208e-312
0.00349700575498107,0.972120127015992,0.0243827109536777,1.56275348829794e-07
0.00209751811694819,0.989405968656119,0.00849651322693301,9.81209162928952e-312
0.00176795118949176,0.995539475728536,0.00269245856534322,1.14516629518773e-07
0.000335801356792943,0.998554389515463,0.00110970022129682,1.0890644736687e-07
2.0338833868522e-05,0.999398801109347,0.000580661586455752,1.98470328876398e-07
1,9.77669745418554e-312,9.77669745418554e-312,9.77669745418554e-312
1.9298738924245e-06,0.999717539231861,0.000279932167311646,5.98726935001254e-07
1.51296347355298e-06,0.999810394955743,0.000188092080783904,8.68585466977359e-312
1.93721498884968e-06,0.999811355651064,0.000186233767353549,4.73366593582888e-07
5.62140066021986e-07,0.99968098164167,0.000318456218263514,8.6972805540521e-312
0.999691151530179,0.000308848469821287,8.67180493039305e-312,8.67180493039305e-312
8.00179152254277e-07,0.99972972790947,0.000269471911377312,8.71756260591625e-312
6.21412997503053e-07,0.999568207943059,0.000431170643943931,8.77510460253284e-312
0.000137051240529696,0.999227929554141,0.00063501920532936,8.85175004850743e-312
2.76337222347467e-05,0.998857616982323,0.00111474929544233,8.94703475585067e-312
1.90692160065903e-05,0.997893555145895,0.00208737563809834,9.07532335940478e-312
1.31552864339942e-05,0.996236975095351,0.0037498696182154,9.22937417561115e-312
1,9.65919911102781e-312,9.65919911102781e-312,9.65919911102781e-312
2.82447595458051e-06,0.994042754274214,0.00595442124983157,9.39928267409899e-312
4.5829870717034e-07,0.99119198110599,0.00880756059530297,9.59346928449371e-312
2.56928383866383e-07,0.984585249351346,0.0154144937202702,9.80849946254177e-312
0.999753064869091,0.000246935130909501,8.63978434247914e-312,8.63978434247914e-312
2.63914011830943e-07,0.977841081229004,0.0221586548569841,1.00511371284695e-311
2.33034794819954e-07,0.968159546685978,0.0318402202792273,1.02869006181257e-311
1.04879925214405e-07,0.958346935817533,0.0416529593025414,1.0523319880407e-311
1.71552021100741e-07,0.947281232895842,0.0527185955521365,1.07366300380437e-311
1.07367525077889e-06,0.93461797686217,0.0653809494625793,1.09585477757667e-311
1.1144903483293e-311,0.921167039233355,0.0788329607666454,1.1144903483293e-311
1.54746308025811e-05,0.907833465129526,0.0921510602396717,1.13058351861755e-311
1,9.54711447760945e-312,9.54711447760945e-312,9.54711447760945e-312
0.000109720436967425,0.89436675348087,0.105523526082163,1.14249938863081e-311
0.000132452853790137,0.885715204429457,0.114152342716753,1.15095795857864e-311
0.99974312070645,0.000256879293550181,8.6289226351262e-312,8.6289226351262e-312
0.000243704987509351,0.878741437454939,0.121014857557552,1.15926116532876e-311
0.000284390376528446,0.875019291493603,0.124696318129869,1.1601518709867e-311
0.000338286859942705,0.876526568692266,0.123135144447792,1.15704821552024e-311
0.0004709702716487,0.88485750716577,0.114671522562581,1.15002596607798e-311
0.00144922220087675,0.896487652733735,0.102063125065389,1.1383455598119e-311
0.00135296333100366,0.913323195609474,0.0853238410595229,1.12044963997992e-311
0.00172031586384939,0.930483348224079,0.067796335912072,1.10114152328437e-311
0.001647075243969,0.948348564956885,0.0500043597991457,1.07622823067273e-311
1,9.4491210813952e-312,9.4491210813952e-312,9.4491210813952e-312
0.00170332149176273,0.964242259132736,0.0340544193755017,1.04921818619462e-311
0.999748712711877,0.000251287288123014,8.63827788534728e-312,8.63827788534728e-312
0.00140019612455761,0.977624417145476,0.0209753867299664,1.02426727424537e-311
0.00143693157491783,0.985257785918527,0.0133052825065549,1.00094302810947e-311
0.000914178825131394,0.992455469966988,0.00663035120788036,9.80747790575265e-312
0.0013316030028861,0.994774868305351,0.00389352869176318,9.69138381512846e-312
0.00319169622926683,0.994350555174532,0.0024577485962019,9.65216589064247e-312
0.00908727572476633,0.989342660494102,0.00157006378113219,9.68860726233906e-312
0.0159701851774505,0.982793911507522,0.00123590331502713,9.83787161773203e-312
0.0328784558197893,0.964609389038576,0.0025121551416345,1.01151313603733e-311
0.0595818510597733,0.93920133246546,0.00121681647476723,1.03797507861347e-311
1,9.37041871391308e-312,9.37041871391308e-312,9.37041871391308e-312
0.999790099584643,0.000209900415357406,8.65253691024864e-312,8.65253691024864e-312
0.0990017038743242,0.899849637791112,0.00114865833456388,1.07325239551053e-311
0.15196857905451,0.846871115479634,0.00116030546585609,1.10761282090135e-311
0.213378905383806,0.785216068795664,0.00140502582053066,1.14431691432179e-311
0.300353185782242,0.698869802580909,0.000777011636848861,1.04454446927871e-311
0.361225772580135,0.638248177511975,0.000526049907890112,1.10653397845651e-311
0.413120239324029,0.586495887299386,0.000383873376585494,9.98924690891261e-312
0.443316836577768,0.55641124726223,0.000271916160001554,1.1225481186987e-311
0.456874683945078,0.542836084948739,0.000289231106183081,1.22282203390253e-311
0.458226393302198,0.541491133478397,0.000282473219405383,1.22312463856576e-311
1,1.06902436179639e-311,1.06902436179639e-311,1.06902436179639e-311
0.999867387970027,0.000132612029972605,8.68377468853266e-312,8.68377468853266e-312
1,9.30573192450209e-312,9.30573192450209e-312,9.30573192450209e-312
1,1.06866499298053e-311,1.06866499298053e-311,1.06866499298053e-311
1,9.82762229587863e-312,9.82762229587863e-312,9.82762229587863e-312
1,8.46631108381591e-312,8.46631108381591e-312,8.46631108381591e-312
1,9.26511548243355e-312,9.26511548243355e-312,9.26511548243355e-312
1,9.13414883469197e-312,9.13414883469197e-312,9.13414883469197e-312
1,1.0037615618307e-311,1.0037615618307e-311,1.0037615618307e-311
1,9.90983615286932e-312,9.90983615286932e-312,9.90983615286932e-312
1,9.77506069269407e-312,9.77506069269407e-312,9.77506069269407e-312
1,9.65065171512815e-312,9.65065171512815e-312,9.65065171512815e-312
6.93538456568055e-06,0.999758393413188,9.84807560111785e-312,0.000234671202246642
1,9.85045543137729e-312,9.85045543137729e-312,9.85045543137729e-312
1,9.56217342273578e-312,9.56217342273578e-312,9.56217342273578e-312
1,9.24475100068669e-312,9.24475100068669e-312,9.24475100068669e-312
1,9.46299505959018e-312,9.46299505959018e-312,9.46299505959018e-312
1,9.39194081329103e-312,9.39194081329103e-312,9.39194081329103e-312
1,9.33175454425032e-312,9.33175454425032e-312,9.33175454425032e-312
1,9.26491357285827e-312,9.26491357285827e-312,9.26491357285827e-312
1,9.2116274216037e-312,9.2116274216037e-312,9.2116274216037e-312
1,9.17098007347606e-312,9.17098007347606e-312,9.17098007347606e-312
1,9.11644768361555e-312,9.11644768361555e-312,9.11644768361555e-312
1,9.09015768847938e-312,9.09015768847938e-312,9.09015768847938e-312
8.15874162864547e-312,8.15874162864547e-312,8.15874162864547e-312,1
1,9.05849131096495e-312,9.05849131096495e-312,9.05849131096495e-312
1,9.03266683652561e-312,9.03266683652561e-312,9.03266683652561e-312
